contig	plasforest_pls	plasforest_chr	plasgraph2_pls	plasgraph2_chr	platon_pls	platon_chr	rfplasmid_pls	rfplasmid_chr	mlplasmid_pls	mlplasmid_chr	length	read_depth	gc_content	matepair	mobility	origintransfer	replicon	moblabel_chr	moblabel_pls	pfamscore_chr	pfamscore_pls	pfamlabel_chr	pfamlabel_pls	chromosome	plasmid
EC_9226_C2_H_132	0	1	0.0980291	0.9618294	0	1	0.285	0.715	0.5	0.5	305	0.9804558313061482	0.419672131147541	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_133	0	1	0.013046505	0.9990744	0	1	0.269	0.731	0.5	0.5	302	1.6092697506103413	0.5529801324503312	0.0	0.0	0.0	0.0	0	0	0.013798784774222	-0.587786664902028	0	0	1	0
EC_9226_C2_H_134	0	1	0.44612068	0.7999625	0	1	0.366	0.634	0.5	0.5	300	1.025759678153746	0.53	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0	1
EC_9226_C2_H_135	0	1	0.051887732	0.9969192	0	1	0.271	0.729	0.5	0.5	296	2.386222312484407	0.5304054054054054	0.0	0.0	0.0	0.0	0	0	0.0268104966327706	-2.0340368953309182	0	0	1	0
EC_9226_C2_H_136	0	1	0.020634517	0.99675095	0	1	0.349	0.651	0.5	0.5	296	1.0359031948461102	0.5574324324324325	0.0	0.0	0.0	0.0	0	0	0.0198980117646243	-1.0296194171810669	0	0	1	0
EC_9226_C2_H_137	0	1	0.020876542	0.99674106	0	1	0.302	0.698	0.5	0.5	296	1.0418036989144388	0.5608108108108109	0.0	0.0	0.0	0.0	0	0	0.0198980117646243	-1.0296194171810669	0	0	1	0
EC_9226_C2_H_138	1	0	0.98162436	0.641208	0	1	0.518	0.482	0.5	0.5	292	9.700075678507318	0.541095890410959	0.0	0.0	0.0	0.0	0	0	-1.4272266020036124	5.700888111645019	0	0	0	1
EC_9226_C2_H_139	0	1	0.05674464	0.9863399	0	1	0.244	0.756	0.5	0.5	290	1.0125493886060506	0.593103448275862	0.0	0.0	0.0	0.0	0	0	-0.0015164211227425	0.047331361268549	0	0	1	0
EC_9226_C2_H_140	0	1	0.060060196	0.98622286	0	1	0.237	0.763	0.5	0.5	290	1.057158247360534	0.5896551724137931	0.0	0.0	0.0	0.0	0	0	-0.0015164211227425	0.047331361268549	0	0	1	0
EC_9226_C2_H_141	1	0	0.21421932	0.9278052	0	1	0.333	0.667	0.5	0.5	286	1.6042779710526522	0.4475524475524475	0.0	0.0	0.0	0.0	0	0	-0.2788567863924527	2.172949147150785	0	0	1	0
EC_9226_C2_H_142	1	0	0.9830731	0.66086453	0	1	0.643	0.357	0.5	0.5	277	9.357021833655995	0.5740072202166066	0.0	0.0	0.0	0.0	0	0	-0.7521345055276871	2.8853456671353994	0	0	0	1
EC_9226_C2_H_143	0	1	0.01674603	0.99639595	0	1	0.347	0.653	0.5	0.5	275	0.7756729012581717	0.5418181818181819	0.0	0.0	0.0	0.0	0	0	0.0273717770477137	-2.1860512767380023	0	0	1	0
EC_9226_C2_H_144	0	1	0.01702083	0.9965332	0	1	0.351	0.649	0.5	0.5	275	0.824966034918033	0.5381818181818182	0.0	0.0	0.0	0.0	0	0	0.0273717770477137	-2.1860512767380023	0	0	1	0
EC_9226_C2_H_145	0	1	0.07154635	0.9926232	0	1	0.258	0.742	0.5	0.5	272	2.2975148044882427	0.5330882352941176	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_146	0	1	0.009880785	0.99967396	0	1	0.266	0.734	0.5	0.5	272	2.235503664513309	0.5441176470588235	0.0	0.0	0.0	0.0	0	0	0.0250475583791907	-1.667706820557985	0	0	1	0
EC_9226_C2_H_147	0	1	0.045397565	0.9968267	0	1	0.304	0.696	0.5	0.5	266	1.9291297467985924	0.4962406015037593	0.0	0.0	0.0	0.0	0	0	0.0583925103370921	-6.310917778559418	0	0	1	0
EC_9226_C2_H_148	0	1	0.038626418	0.98765445	0	1	0.329	0.671	0.5	0.5	266	0.7576128634495948	0.4699248120300752	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_149	1	0	0.036692686	0.98975646	0	1	0.296	0.704	0.5	0.5	266	0.8946647912007332	0.4812030075187969	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_150	1	0	0.5991006	0.6453403	0	1	0.379	0.621	0.5	0.5	263	1.0223330007501945	0.6273764258555133	0.0	0.0	0.0	0.0	0	0	-0.6476051460593748	2.787994404662455	0	0	1	0
EC_9226_C2_H_151	0	1	0.1394443	0.9492903	0	1	0.411	0.589	0.5	0.5	261	0.8484067146697319	0.425287356321839	0.0	0.0	0.0	0.0	0	0	-0.0402684364960528	0.8164644488064177	0	0	1	0
EC_9226_C2_H_152	1	0	0.13865677	0.94864774	0	1	0.397	0.603	0.5	0.5	261	0.7598770905307343	0.4137931034482758	0.0	0.0	0.0	0.0	0	0	-0.0402684364960528	0.8164644488064177	0	0	1	0
EC_9226_C2_H_153	0	1	0.11791779	0.96953106	0	1	0.31	0.69	0.5	0.5	257	0.9152027925079752	0.5408560311284046	0.0	0.0	0.0	0.0	0	0	0.0223273243792885	-1.2809338454619734	0	0	1	0
EC_9226_C2_H_154	0	1	0.12193961	0.96938694	0	1	0.327	0.673	0.5	0.5	257	0.9728385411744708	0.5369649805447471	0.0	0.0	0.0	0.0	0	0	0.0223273243792885	-1.2809338454619734	0	0	1	0
EC_9226_C2_H_155	0	1	0.014138775	0.9983318	0	1	0.31	0.69	0.5	0.5	256	1.109491953927772	0.55078125	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_156	0	1	0.012782581	0.9983972	0	1	0.306	0.694	0.5	0.5	256	1.0350372176189753	0.54296875	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_157	0	1	0.006003621	0.99936825	0	1	0.301	0.699	0.5	0.5	251	1.1118664965792469	0.5537848605577689	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0	0
EC_9226_C2_H_158	0	1	0.00690381	0.9993171	0	1	0.299	0.701	0.5	0.5	251	1.0003926127550606	0.5378486055776892	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_159	0	1	0.04374719	0.9950445	0	1	0.38	0.62	0.5	0.5	250	1.6354559091187688	0.548	0.0	0.0	0.0	0.0	0	0	0.0202753611123185	-1.0647107369923372	0	0	1	0
EC_9226_C2_H_160	0	1	0.04043983	0.99327433	0	1	0.293	0.707	0.5	0.5	249	1.579001915999494	0.4538152610441767	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_161	0	1	0.11806215	0.9831883	0	1	0.247	0.753	0.5	0.5	246	2.0863845923120783	0.524390243902439	0.0	0.0	0.0	0.0	0	0	0.0180721465476771	-0.8754687373538079	0	0	1	0
EC_9226_C2_H_162	0	1	0.07225058	0.9921019	0	1	0.287	0.713	0.5	0.5	242	1.9929886725766488	0.5495867768595041	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_163	0	1	0.37923318	0.8949177	0	1	0.381	0.619	0.5	0.5	241	1.45042911877328	0.3941908713692946	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_164	0	1	0.025802964	0.9951097	0	1	0.262	0.738	0.5	0.5	238	0.9227221775709796	0.5546218487394958	0.0	0.0	0.0	0.0	0	0	0.0280240520218875	-2.39789527279828	0	0	0	0
EC_9226_C2_H_165	0	1	0.027230548	0.9950137	0	1	0.317	0.683	0.5	0.5	238	0.98365911967977	0.5462184873949579	0.0	0.0	0.0	0.0	0	0	0.0280240520218875	-2.39789527279828	0	0	1	0
EC_9226_C2_H_166	1	0	0.7724812	0.5351326	0	1	0.392	0.608	0.5	0.5	238	2.427066652401185	0.4957983193277311	0.0	0.0	0.0	0.0	0	0	0.0230429278652986	-1.3689952869502164	0	0	1	1
EC_9226_C2_H_167	1	0	0.96982807	0.19590317	0	1	0.274	0.726	0.5	0.5	238	3.755569487060976	0.5840336134453782	0.0	0.0	0.0	0.0	0	0	-0.5099517054249922	2.623081670871227	0	0	0	1
EC_9226_C2_H_168	0	1	0.024535596	0.9958552	0	1	0.278	0.722	0.5	0.5	234	1.0442168520155315	0.5170940170940171	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_169	0	1	0.071407974	0.99428177	0	1	0.303	0.697	0.5	0.5	233	1.749177472688544	0.5579399141630901	0.0	0.0	0.0	0.0	0	0	0.0223273243792885	-1.2809338454619734	0	0	1	0
EC_9226_C2_H_170	1	0	0.20332487	0.88672733	0	1	0.355	0.645	0.5	0.5	228	0.8400682364969853	0.4473684210526316	0.0	0.0	0.0	0.0	0	0	-0.2788567863924527	2.172949147150785	0	0	1	0
EC_9226_C2_H_171	1	0	0.1232952	0.98779976	0	1	0.334	0.666	0.5	0.5	226	2.3766662262040805	0.495575221238938	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_172	0	1	0.015612195	0.999349	0	1	0.297	0.703	0.5	0.5	224	2.0067229610834385	0.6116071428571429	0.0	0.0	0.0	0.0	0	0	-1.0742285606607869	3.451428155100122	0	0	1	0
EC_9226_C2_H_173	0	1	0.011826554	0.99931896	0	1	0.306	0.694	0.5	0.5	222	1.903384850571508	0.527027027027027	0.0	0.0	0.0	0.0	0	0	0.0240243385917455	-1.5040773967761822	0	0	1	0
EC_9226_C2_H_174	1	0	0.081399985	0.99277246	0	1	0.32	0.68	0.5	0.5	222	2.2899168195813737	0.509009009009009	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_175	0	1	0.07172026	0.97889924	0	1	0.347	0.653	0.5	0.5	222	0.9518675512536616	0.4684684684684684	0.0	0.0	0.0	0.0	0	0	-0.190034329118145	1.8773266615868751	0	0	0	0
EC_9226_C2_H_176	1	0	0.07294512	0.9794314	0	1	0.295	0.705	0.5	0.5	222	1.0011772322490733	0.4864864864864865	0.0	0.0	0.0	0.0	0	0	-0.190034329118145	1.8773266615868751	0	0	1	0
EC_9226_C2_H_177	0	1	0.014067845	0.999431	0	1	0.302	0.698	0.5	0.5	221	2.1386879620974737	0.5203619909502263	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_178	1	0	0.9522004	0.25134355	0	1	0.256	0.744	0.5	0.5	221	3.4852136030608527	0.497737556561086	0.0	0.0	0.0	0.0	0	0	-0.4715522131202183	2.5669590284613584	0	0	0	1
EC_9226_C2_H_179	0	1	0.020559618	0.99870944	0	1	0.292	0.708	0.5	0.5	215	2.1184036866020035	0.5488372093023256	0.0	0.0	0.0	0.0	0	0	0.0273717770477137	-2.1860512767380023	0	0	1	0
EC_9226_C2_H_180	1	0	0.44872773	0.80028427	0	1	0.343	0.657	0.5	0.5	213	1.0205789831818577	0.5446009389671361	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0	1
EC_9226_C2_H_181	0	1	0.071544036	0.97755015	0	1	0.299	0.701	0.5	0.5	213	0.8088723721506892	0.5164319248826291	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0	0
EC_9226_C2_H_182	0	1	0.07829901	0.97704184	0	1	0.324	0.676	0.5	0.5	213	0.9833902254770768	0.5117370892018779	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_183	0	1	0.060514513	0.9956368	0	1	0.287	0.713	0.5	0.5	212	2.6157752249066264	0.5660377358490566	0.0	0.0	0.0	0.0	0	0	0.0282752479315888	-2.493205452602604	0	0	1	0
EC_9226_C2_H_184	0	1	0.021546885	0.99915516	0	1	0.323	0.677	0.5	0.5	212	2.290344292416425	0.5424528301886793	0.0	0.0	0.0	0.0	0	0	-0.0457246131663726	0.8877553404895577	0	0	1	0
EC_9226_C2_H_185	1	0	0.6915041	0.67591506	0	1	0.249	0.751	0.5	0.5	211	2.8114060994506307	0.5402843601895735	0.0	0.0	0.0	0.0	0	0	-0.6319779250643744	2.771635966795058	0	0	1	1
EC_9226_C2_H_186	1	0	0.69047153	0.48696956	0	1	0.354	0.646	0.5	0.5	210	0.7437710172617277	0.5333333333333333	0.0	0.0	0.0	0.0	0	0	0.0166406162848167	-0.7694688196703954	0	0	0	0
EC_9226_C2_H_187	1	0	0.71444327	0.48569933	0	1	0.352	0.648	0.5	0.5	210	1.281272602165206	0.5380952380952381	0.0	0.0	0.0	0.0	0	0	0.0166406162848167	-0.7694688196703954	0	0	1	1
EC_9226_C2_H_188	0	1	0.09198243	0.9906007	0	1	0.381	0.619	0.5	0.5	206	2.2403437601617857	0.5339805825242718	0.0	0.0	0.0	0.0	0	0	0.013255720746196	-0.5565846855634522	0	0	1	0
EC_9226_C2_H_189	0	1	0.6801307	0.4983208	0	1	0.435	0.565	0.5	0.5	203	0.96162634239448	0.4679802955665024	0.0	0.0	0.0	0.0	0	0	0.0230429278652986	-1.3689952869502164	0	0	0	0
EC_9226_C2_H_190	1	0	0.7324861	0.4847051	0	1	0.423	0.577	0.5	0.5	203	1.7620016577400648	0.4729064039408867	0.0	0.0	0.0	0.0	0	0	0.0230429278652986	-1.3689952869502164	0	0	1	1
EC_9226_C2_H_191	0	1	0.5415046	0.82792926	0	1	0.268	0.732	0.5	0.5	202	2.1531806701503213	0.5247524752475248	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_192	1	0	0.8059707	0.5547568	0	1	0.381	0.619	0.5	0.5	200	2.8542223301871594	0.495	0.0	0.0	0.0	0.0	0	0	0.0230429278652986	-1.3689952869502164	0	0	1	1
EC_9226_C2_H_193	0	1	0.060990877	0.99290514	0	1	0.3	0.7	0.5	0.5	198	1.7176547984651287	0.5303030303030303	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_194	0	1	0.07255421	0.9916287	0	1	0.325	0.675	0.5	0.5	197	1.8475927508742465	0.5482233502538071	0.0	0.0	0.0	0.0	0	0	0.0280240520218875	-2.39789527279828	0	0	1	0
EC_9226_C2_H_195	0	1	0.54614043	0.7999089	0	1	0.352	0.648	0.5	0.5	195	1.3363600611569475	0.3692307692307692	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_196	0	1	0.07953748	0.98787034	0	1	0.348	0.652	0.5	0.5	190	1.716234485497057	0.5052631578947369	0.0	0.0	0.0	0.0	0	0	0.0247023387369011	-1.609437912434009	0	0	1	0
EC_9226_C2_H_197	1	0	0.36778167	0.87051827	0	1	0.374	0.626	0.5	0.5	187	1.6758589867542049	0.5935828877005348	0.0	0.0	0.0	0.0	0	0	-0.6476051460593748	2.787994404662455	0	0	1	1
EC_9226_C2_H_198	1	0	0.27752563	0.8827372	0	1	0.367	0.633	0.5	0.5	187	1.1015754328115588	0.5828877005347594	0.0	0.0	0.0	0.0	0	0	-0.6476051460593748	2.787994404662455	0	0	1	1
EC_9226_C2_H_199	1	0	0.674434	0.536239	0	1	0.363	0.637	0.5	0.5	186	1.3080586015873334	0.4838709677419355	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0	1
EC_9226_C2_H_200	0	1	0.09964313	0.9891778	0	1	0.301	0.699	0.5	0.5	185	1.830673100274014	0.5675675675675675	0.0	0.0	0.0	0.0	0	0	-0.0052922799129717	0.1560103382581665	0	0	1	0
EC_9226_C2_H_201	1	0	0.8183484	0.45602757	0	1	0.415	0.585	0.5	0.5	183	2.407003008046387	0.453551912568306	0.0	0.0	0.0	0.0	0	0	0.0166406162848167	-0.7694688196703954	0	0	1	1
EC_9226_C2_H_202	1	0	0.06864468	0.9939686	0	1	0.375	0.625	0.5	0.5	179	2.076373454304117	0.6145251396648045	0.0	0.0	0.0	0.0	0	0	0.0268104966327706	-2.0340368953309182	0	0	1	0
EC_9226_C2_H_203	0	1	0.053711355	0.9917449	0	1	0.282	0.718	0.5	0.5	179	1.3556087492358913	0.4972067039106145	0.0	0.0	0.0	0.0	0	0	0.0007193147681991	-0.0232862059454035	0	0	1	0
EC_9226_C2_H_204	0	1	0.9301213	0.28279692	0	1	0.34	0.66	0.5	0.5	176	2.189984702303556	0.5454545454545454	0.0	0.0	0.0	0.0	0	0	0.024171769036215	-1.5260563034949577	0	0	1	0
EC_9226_C2_H_205	1	0	0.11280379	0.98387265	0	1	0.327	0.673	0.5	0.5	174	1.749494629953259	0.4597701149425287	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_206	1	0	0.94546366	0.21070664	0	1	0.24	0.76	0.5	0.5	173	3.5123512333634257	0.5202312138728323	0.0	0.0	0.0	0.0	0	0	-0.4295702939152548	2.498999192803089	0	0	0	1
EC_9226_C2_H_207	0	1	0.04184643	0.9968796	0	1	0.314	0.686	0.5	0.5	172	2.0380801619513504	0.563953488372093	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_208	1	0	0.12597373	0.9793627	0	1	0.362	0.638	0.5	0.5	169	2.598207470330673	0.4674556213017751	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_209	1	0	0.76412654	0.5444816	0	1	0.355	0.645	0.5	0.5	167	2.402121544059034	0.5389221556886228	0.0	0.0	0.0	0.0	0	0	0.0166406162848167	-0.7694688196703954	0	0	1	1
EC_9226_C2_H_210	0	1	0.016765937	0.99923825	0	1	0.363	0.637	0.5	0.5	167	1.9467250802671303	0.6047904191616766	0.0	0.0	0.0	0.0	0	0	0.02618001811439	-1.887069649032288	0	0	1	0
EC_9226_C2_H_211	0	1	0.06820405	0.9948058	0	1	0.286	0.714	0.5	0.5	166	2.4449791431344385	0.5180722891566265	0.0	0.0	0.0	0.0	0	0	0.0260358096556316	-1.856297990365535	0	0	1	0
EC_9226_C2_H_212	0	1	0.9306273	0.3045448	0	1	0.331	0.669	0.5	0.5	163	2.5414776882855583	0.5766871165644172	0.0	0.0	0.0	0.0	0	0	-0.0224537039175665	0.5366270703152889	0	0	1	0
EC_9226_C2_H_213	0	1	0.73969966	0.43249053	0	1	0.35	0.65	0.5	0.5	162	0.930859329827864	0.5493827160493827	0.0	0.0	0.0	0.0	0	0	0.0166406162848167	-0.7694688196703954	0	0	1	1
EC_9226_C2_H_214	1	0	0.7974374	0.3775946	0	1	0.361	0.639	0.5	0.5	162	1.5221342394914603	0.5432098765432098	0.0	0.0	0.0	0.0	0	0	0.0166406162848167	-0.7694688196703954	0	0	1	1
EC_9226_C2_H_215	0	1	0.10136016	0.9879491	0	1	0.3	0.7	0.5	0.5	161	2.250106688136492	0.515527950310559	0.0	0.0	0.0	0.0	0	0	-0.2512086764836478	2.092560779525037	0	0	1	0
EC_9226_C2_H_216	0	1	0.1184204	0.9824002	0	1	0.324	0.676	0.5	0.5	161	2.4273424413270246	0.4409937888198758	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_217	0	1	0.571565	0.76911175	0	1	0.352	0.648	0.5	0.5	157	1.6905861153940156	0.464968152866242	0.0	0.0	0.0	0.0	0	0	0.0127906283778376	-0.5306282510620797	0	0	1	0
EC_9226_C2_H_218	0	1	0.015983969	0.99933577	0	1	0.305	0.695	0.5	0.5	154	2.049015192860873	0.577922077922078	0.0	0.0	0.0	0.0	0	0	0.0198980117646243	-1.0296194171810669	0	0	1	0
EC_9226_C2_H_219	0	1	0.04783836	0.9972985	0	1	0.332	0.668	0.5	0.5	152	2.651986310869308	0.5	0.0	0.0	0.0	0.0	0	0	0.02618001811439	-1.887069649032288	0	0	1	0
EC_9226_C2_H_220	0	1	0.010503703	0.9994634	0	1	0.356	0.644	0.5	0.5	152	1.6883798039873026	0.6447368421052632	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_221	1	0	0.02382234	0.9988564	0	1	0.333	0.667	0.5	0.5	152	2.527881294241688	0.631578947368421	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_222	0	1	0.026460113	0.9985416	0	1	0.326	0.674	0.5	0.5	152	2.105372659856104	0.5855263157894737	0.0	0.0	0.0	0.0	0	0	0.0280240520218875	-2.39789527279828	0	0	1	0
EC_9226_C2_H_223	0	1	0.019177858	0.9992447	0	1	0.379	0.621	0.5	0.5	150	2.125974092616289	0.5266666666666666	0.0	0.0	0.0	0.0	0	0	0.0084489217200456	-0.3166340159328626	0	0	1	0
EC_9226_C2_H_224	1	0	0.07511556	0.99894786	0	1	0.379	0.621	0.5	0.5	149	7.046407055190392	0.3959731543624161	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_225	0	1	0.060287327	0.99422073	0	1	0.274	0.726	0.5	0.5	149	3.977938097965085	0.5302013422818792	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_226	0	1	0.040928975	0.9979371	0	1	0.32	0.68	0.5	0.5	147	2.849589076233062	0.6054421768707483	0.0	0.0	0.0	0.0	0	0	-0.030521244502081	0.673730965579999	0	0	1	0
EC_9226_C2_H_227	0	1	0.14944994	0.97817945	0	1	0.294	0.706	0.5	0.5	147	1.5706179326539838	0.5238095238095238	0.0	0.0	0.0	0.0	0	0	0.0260358096556316	-1.856297990365535	0	0	1	0
EC_9226_C2_H_228	0	1	0.040597558	0.99700236	0	1	0.372	0.628	0.5	0.5	146	2.0517179243340964	0.541095890410959	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_229	1	0	0.86062884	0.40528506	0	1	0.372	0.628	0.5	0.5	146	3.039483541119611	0.5547945205479452	0.0	0.0	0.0	0.0	0	0	0.0166406162848167	-0.7694688196703954	0	0	1	1
EC_9226_C2_H_230	1	0	0.53692424	0.8540955	0	1	0.331	0.669	0.5	0.5	145	3.072136949938967	0.6	0.0	0.0	0.0	0.0	0	0	-0.6476051460593748	2.787994404662455	0	0	1	1
EC_9226_C2_H_231	1	0	0.5719844	0.9197903	0	1	0.358	0.642	0.5	0.5	144	3.197524385071739	0.4305555555555556	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	1
EC_9226_C2_H_232	0	1	0.16762428	0.9695444	0	1	0.391	0.609	0.5	0.5	144	1.835623511492827	0.4930555555555556	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_233	0	1	0.0811134	0.9915517	0	1	0.299	0.701	0.5	0.5	144	2.241184916385595	0.6458333333333334	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_234	1	0	0.5495572	0.87669784	0	1	0.362	0.638	0.5	0.5	142	2.5418500033354414	0.528169014084507	0.0	0.0	0.0	0.0	0	0	-0.6476051460593748	2.787994404662455	0	0	1	1
EC_9226_C2_H_235	0	1	0.630317	0.659315	0	1	0.359	0.641	0.5	0.5	140	1.582600961481695	0.5071428571428571	0.0	0.0	0.0	0.0	0	0	0.024171769036215	-1.5260563034949577	0	0	1	0
EC_9226_C2_H_236	0	1	0.37158814	0.898497	0	1	0.363	0.637	0.5	0.5	139	1.2238133584112472	0.5323741007194245	0.0	0.0	0.0	0.0	0	0	0.0223273243792885	-1.2809338454619734	0	0	1	0
EC_9226_C2_H_237	0	1	0.48311982	0.8537811	0	1	0.382	0.618	0.5	0.5	139	1.3812474667265284	0.4172661870503597	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_238	0	1	0.037652727	0.99210596	0	1	0.281	0.719	0.5	0.5	138	1.1285489687032573	0.6159420289855072	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_239	1	0	0.96097296	0.20622467	0	1	0.247	0.753	0.5	0.5	138	3.8429532082131113	0.572463768115942	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0	1
EC_9226_C2_H_240	0	1	0.5713785	0.8053553	0	1	0.312	0.688	0.5	0.5	137	2.26974285965624	0.5474452554744526	0.0	0.0	0.0	0.0	0	0	-0.0224537039175665	0.5366270703152889	0	0	1	0
EC_9226_C2_H_241	1	0	0.021120518	0.99892765	0	1	0.327	0.673	0.5	0.5	137	2.211827185230017	0.6642335766423357	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_242	0	1	0.021179106	0.99570686	0	1	0.37	0.63	0.5	0.5	135	1.090440535779341	0.5555555555555556	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_243	0	1	0.0049822787	0.9997556	0	1	0.311	0.689	0.5	0.5	134	1.325757355903061	0.5447761194029851	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_244	1	0	0.023755051	0.99985754	0	1	0.333	0.667	0.5	0.5	134	8.271695884354878	0.5	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_245	0	1	0.009584713	0.99955297	0	1	0.37	0.63	0.5	0.5	133	1.900640750759408	0.5714285714285714	0.0	0.0	0.0	0.0	0	0	0.0175157860745525	-0.8329091229350123	0	0	1	0
EC_9226_C2_H_246	0	1	0.01973376	0.99759483	0	1	0.362	0.638	0.5	0.5	133	1.19745483182417	0.5413533834586466	0.0	0.0	0.0	0.0	0	0	-0.0457246131663726	0.8877553404895577	0	0	1	0
EC_9226_C2_H_247	0	1	0.015137017	0.9978936	0	1	0.36	0.64	0.5	0.5	133	0.9723145422153764	0.5488721804511278	0.0	0.0	0.0	0.0	0	0	-0.0457246131663726	0.8877553404895577	0	0	1	0
EC_9226_C2_H_248	1	0	0.59340084	0.793847	0	1	0.361	0.639	0.5	0.5	131	2.1028905595235514	0.4732824427480916	0.0	0.0	0.0	0.0	0	0	0.0166406162848167	-0.7694688196703954	0	0	1	1
EC_9226_C2_H_249	1	0	0.7842578	0.55021346	0	1	0.378	0.622	0.5	0.5	131	3.061257076814613	0.5114503816793893	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	1
EC_9226_C2_H_250	0	1	0.07821827	0.9932165	0	1	0.319	0.681	0.5	0.5	130	2.2982456451417166	0.5692307692307692	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_251	0	1	0.036882736	0.9957495	0	1	0.324	0.676	0.5	0.5	129	1.4134182449256656	0.5116279069767442	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_252	1	0	0.14621036	0.96809864	0	1	0.311	0.689	0.5	0.5	128	1.0066295793129132	0.453125	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_253	0	1	0.06551465	0.98354614	0	1	0.383	0.617	0.5	0.5	122	1.0379192118939944	0.5409836065573771	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	1	0
EC_9226_C2_H_254	0	1	0.059260815	0.98374486	0	1	0.384	0.616	0.5	0.5	122	0.8618679721399412	0.5573770491803278	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0	0
EC_9226_C2_H_255	1	0	0.9137819	0.7429159	0	1	0.478	0.522	0.5	0.5	117	5.820566648174228	0.5042735042735043	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0	1
EC_9226_C2_H_256	1	0	0.64191294	0.5684662	0	1	0.43	0.57	0.5	0.5	114	0.9085011216100836	0.5701754385964912	0.0	0.0	0.0	0.0	0	0	0.0166406162848167	-0.7694688196703954	0	0	1	1
